CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
13.84,0.92,1.92,5.54,3.0,10.23,14.92,1.85,4.69,0.0,42.6,3.77,3.0,1.85,40.75,1.92,3.06,1.0,5.69,0.08,1.0,0.38,0.92,1.92,6.46,1
20.37,-1.63,2.0,-0.81,-1.63,-0.63,1.0,2.81,0.59,-3.26,31.81,3.0,5.44,-0.81,16.81,1.0,1.86,0.19,5.55,1.0,1.0,1.0,0.0,3.0,1.0,0
0.0,0.0,1.0,1.0,0.0,2.05,0.0,0.53,1.81,0.0,4.63,0.47,2.47,0.0,3.63,2.05,-0.32,-0.53,1.42,0.0,1.0,0.0,0.0,2.0,0.0,0
1.0,0.0,0.46,0.0,2.0,3.08,0.0,7.08,0.88,0.0,32.08,0.46,0.38,0.54,0.22,2.54,-1.1,-1.08,1.01,-0.54,1.0,0.0,0.0,-0.08,2.0,0
1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.7,0.86,1.0,12.7,1.3,2.0,0.0,3.0,1.0,2.59,0.0,2.75,1.0,1.0,0.0,0.0,1.0,3.0,0
2.0,0.0,1.0,1.0,1.0,-0.12,1.0,0.44,1.09,0.0,2.21,2.56,2.56,0.0,2.21,-0.12,3.62,3.56,3.74,2.0,1.0,0.75,0.0,2.0,1.0,0
4.7,0.67,0.33,4.7,-7.42,8.72,10.4,14.42,-0.1,-0.67,62.13,0.65,1.33,1.35,10.67,4.02,2.11,0.0,1.18,1.67,1.0,0.0,0.0,3.33,-2.7,0
22.0,-2.41,2.0,-0.8,0.0,1.0,3.41,5.22,0.37,0.0,34.22,3.0,2.2,0.0,16.8,0.2,3.78,1.8,6.02,0.2,1.0,1.0,0.0,3.8,0.2,0
-10.38,1.0,1.0,0.52,2.56,0.48,-1.56,5.44,0.86,-0.52,6.17,0.44,1.52,0.0,1.17,0.48,1.89,1.0,1.4,1.52,1.0,0.48,0.0,3.0,4.04,0
0.0,0.0,1.0,1.0,0.0,6.4,1.0,8.7,-0.26,0.0,21.11,1.0,3.0,2.7,6.3,2.0,0.47,-2.11,2.0,-0.7,1.0,0.0,0.0,1.3,0.0,0
10.89,0.84,1.84,4.19,-0.84,9.38,10.89,2.51,3.24,0.0,38.02,2.68,1.16,1.68,32.83,2.68,1.05,-2.51,3.95,0.32,1.0,-0.29,0.84,1.84,6.03,1
-0.81,4.0,1.0,0.0,-1.63,0.19,0.0,-3.26,4.35,0.0,-18.0,1.0,-0.81,3.0,-3.26,-0.81,2.03,1.0,-0.43,0.81,1.0,0.0,0.0,3.81,-1.63,0
22.0,-7.9,2.0,0.0,0.0,1.0,1.0,5.95,-2.85,0.0,33.96,3.0,3.99,4.94,16.99,1.99,22.01,2.98,7.0,1.99,1.0,1.0,0.0,5.96,1.0,0
0.0,0.67,1.0,-1.35,0.0,1.0,0.0,0.0,3.17,0.0,-4.38,1.0,-1.69,0.67,-2.69,0.33,-2.24,-0.67,-0.57,0.33,1.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,-2.4,1.0,0.0,0.0,3.2,0.0,1.2,1.0,-0.4,0.0,4.2,1.0,2.1,0.8,3.77,2.8,1.0,0.0,0.0,1.0,1.0,0
-1.57,0.0,1.0,-0.78,-0.78,3.0,-0.78,6.78,0.11,0.0,13.57,0.22,1.78,0.0,-0.78,1.0,0.66,-0.57,-1.58,0.22,1.0,-0.59,0.0,2.78,-0.78,0
1.86,0.0,1.0,1.86,2.0,3.78,4.64,9.49,0.99,0.0,23.41,1.93,2.93,0.0,11.28,1.93,6.5,2.0,5.42,1.0,1.0,-0.93,0.0,5.78,2.0,0
-0.64,0.0,1.0,0.18,2.18,2.64,-0.82,2.82,0.9,1.0,12.0,1.18,1.18,0.82,-0.29,1.82,0.61,-2.47,-0.59,0.18,1.0,-0.62,0.0,1.0,2.18,0
1.0,0.0,1.52,0.0,2.04,1.0,0.0,0.52,-3.12,3.0,6.15,5.04,1.52,0.0,4.52,1.0,8.13,3.04,7.56,2.52,3.52,1.0,0.0,3.55,0.0,0
-1.03,0.0,1.0,0.0,-1.03,1.0,2.0,-0.51,1.57,0.0,3.0,0.49,5.51,0.0,2.49,1.0,-20.95,-0.51,-0.62,-1.03,1.0,0.51,0.0,0.49,0.0,0
-9.52,-0.68,0.32,-3.4,2.04,-5.8,-8.52,-1.36,1.63,1.68,-20.48,-0.36,2.68,-1.36,-23.2,-0.36,0.08,0.0,1.09,2.68,1.0,-0.28,-0.68,0.64,0.28,0
-16.98,1.0,3.0,1.0,3.0,2.0,-3.0,-3.0,0.31,-1.0,-19.98,-1.0,2.0,0.0,-11.99,1.0,-1.43,0.0,-2.08,2.0,1.0,0.0,0.0,4.0,-1.0,0
0.0,-2.69,1.0,29.63,3.59,1.0,0.0,6.69,1.29,0.0,14.59,1.0,1.0,6.0,2.8,0.1,18.07,2.0,0.97,0.1,1.0,0.0,0.0,5.0,-1.8,0
0.0,0.0,1.0,0.0,0.0,1.0,0.54,1.0,-0.97,0.54,7.54,2.0,2.0,1.0,2.09,1.0,2.2,0.0,2.65,1.0,1.0,0.0,0.0,2.54,0.0,0
0.0,1.0,1.0,0.0,-1.61,1.0,0.0,0.0,4.84,0.0,0.46,1.0,-1.61,1.0,2.15,0.0,1.07,0.54,1.19,0.54,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.58,2.0,3.0,3.75,-0.11,0.0,18.0,1.0,1.25,0.0,2.83,2.0,0.72,0.0,3.84,0.58,1.0,0.0,0.0,2.58,1.0,0
0.0,0.0,0.03,0.0,0.97,-0.95,-0.97,-1.92,0.15,2.92,1.16,3.95,-0.92,1.0,1.0,0.03,2.99,1.95,6.01,2.95,2.95,0.97,0.0,2.0,-1.95,0
1.04,1.04,1.0,0.52,1.04,3.0,0.0,1.48,0.28,2.08,5.35,1.48,2.0,0.52,2.92,1.96,2.6,1.04,2.85,1.0,1.0,0.48,0.0,2.04,0.0,0
0.0,8.0,1.0,0.0,0.0,-0.8,0.0,-1.8,3.09,0.0,162.85,1.0,1.8,0.1,0.9,-0.9,-0.54,0.0,1.3,-0.9,1.0,0.0,0.0,2.0,2.7,0
0.0,15.72,1.0,0.0,-0.96,1.0,0.0,-0.96,5.48,0.0,12.82,1.0,-2.89,1.96,-1.93,-0.96,-1.93,-0.96,-1.84,-0.96,1.0,0.0,0.0,1.04,-0.96,0
0.0,0.0,1.0,0.56,-0.56,1.0,0.0,0.0,1.0,0.0,1.12,1.0,1.56,0.0,3.44,1.0,2.0,1.0,1.26,-0.24,1.0,0.0,0.0,2.44,0.0,0
0.0,0.0,1.0,0.75,0.0,1.0,0.0,0.0,5.41,0.0,2.51,1.0,5.51,0.0,-2.26,1.0,-1.51,-0.75,-1.05,-0.51,1.0,0.0,0.0,0.25,1.0,0
1.0,0.0,2.0,0.0,0.0,3.0,2.09,3.0,0.37,0.54,9.09,0.37,3.46,0.0,4.0,2.0,2.06,0.0,3.3,0.54,1.0,-0.54,0.0,2.0,2.0,0
-14.26,-0.95,0.05,-5.7,1.0,-8.51,-10.46,0.95,1.02,0.0,-38.97,-1.85,2.0,-1.9,-37.92,-0.9,-1.57,0.95,0.16,4.0,1.0,-0.39,-0.95,3.0,-5.7,0
0.0,0.0,1.0,0.0,-0.61,1.0,0.0,1.22,1.44,0.0,2.83,1.0,0.39,0.0,-0.61,1.0,0.31,0.0,1.0,1.0,1.0,1.0,0.0,1.61,0.0,0
1.0,0.0,1.0,0.0,-0.56,1.0,-0.56,-0.56,1.69,0.0,3.0,1.0,5.12,0.0,4.69,0.44,2.64,1.0,3.09,1.0,1.0,0.0,0.0,1.56,0.0,0
-1.91,-1.91,0.36,-3.18,-2.82,-2.18,-2.54,-3.63,0.65,-0.64,-6.99,-0.27,3.0,-0.27,-0.27,0.36,2.41,3.0,0.7,1.0,1.0,0.64,0.0,4.0,1.09,0
0.0,0.0,1.0,0.0,2.0,-0.05,0.0,-0.09,2.36,0.0,-1.19,1.52,3.0,1.0,4.09,1.0,6.51,2.52,5.11,1.0,1.0,0.0,0.0,4.52,0.52,0
0.87,0.0,1.87,0.0,0.0,4.75,0.87,4.62,-0.73,-1.75,14.25,2.87,3.75,0.0,4.13,3.87,3.54,0.0,0.0,-4.25,1.0,1.0,0.0,0.13,-0.87,0
0.0,0.0,0.0,0.0,-2.44,1.0,0.0,0.0,7.81,0.0,0.0,0.0,1.0,2.0,0.81,1.0,1.63,1.63,0.81,0.81,0.0,0.0,0.0,0.19,1.0,0
-2.27,-0.57,1.0,-2.27,-2.27,-1.54,-6.24,-4.77,-0.03,0.0,-26.56,0.43,1.0,-1.13,-2.84,-0.7,-0.72,1.0,1.51,2.7,1.0,0.0,0.0,3.13,-0.57,0
-2.6,-0.65,-0.3,-0.65,-1.95,-0.3,2.0,1.0,1.74,-0.65,17.4,-0.3,1.35,0.0,-4.21,0.35,-0.44,0.0,1.31,1.0,1.0,0.0,0.0,0.7,0.0,0
0.0,5.0,1.0,0.0,3.0,1.0,2.43,0.72,-1.76,0.0,46.88,2.0,1.0,2.0,4.0,1.0,3.15,0.0,3.4,0.28,1.0,0.0,0.0,1.72,2.28,0
-2.72,-0.68,1.0,-2.72,-3.4,-3.76,-3.44,-10.57,-0.19,0.0,-14.02,0.32,2.68,-1.36,-1.04,-0.36,-0.06,0.0,1.76,0.32,1.0,0.0,0.0,2.68,0.0,0
0.0,0.0,1.0,0.0,-0.91,1.0,2.0,-0.91,0.18,1.0,-1.34,0.09,2.0,-1.81,0.0,1.0,-6.38,-0.81,1.55,2.0,1.0,0.0,0.0,-1.72,-0.91,0
0.0,0.0,0.44,0.0,0.0,-0.11,0.0,-0.11,3.71,0.0,4.22,1.44,2.0,1.0,0.44,0.44,0.68,0.0,1.73,0.44,0.44,0.0,0.0,1.44,0.0,0
3.0,2.2,2.0,5.0,5.2,6.0,6.8,6.38,1.42,1.8,17.17,2.2,2.8,2.0,0.18,2.0,4.33,-0.8,4.59,1.8,1.0,-0.8,0.0,0.2,3.0,0
0.0,0.0,1.0,0.74,2.0,-0.48,0.0,-3.71,2.16,0.0,-3.94,1.0,4.23,1.48,3.48,1.0,5.3,0.26,4.8,2.0,1.0,0.0,0.0,1.26,1.0,0
0.0,0.0,1.0,0.0,3.56,1.0,0.0,2.34,2.28,0.0,-133.88,1.0,1.22,0.0,2.0,1.0,6.34,2.56,4.26,2.78,1.0,0.0,0.0,2.78,0.22,0
0.0,0.0,0.09,1.91,-14.49,3.72,-1.81,1.0,-0.22,-0.91,14.15,-1.72,3.0,1.81,4.91,1.91,2.09,1.0,-1.3,1.0,1.0,0.0,0.0,3.0,-3.53,0
6.87,0.0,3.0,0.56,-0.13,1.0,2.0,2.44,0.57,1.0,19.13,2.31,1.56,2.0,6.69,1.0,-16.93,-0.56,2.48,-0.13,1.0,0.75,0.0,2.56,0.56,0
15.98,0.0,1.73,0.0,0.27,1.0,0.73,-1.45,0.17,0.0,17.44,2.45,2.0,-0.73,12.9,1.0,-1.36,-1.45,6.32,4.0,1.0,0.73,0.0,2.27,-1.45,0
0.0,5.32,1.0,1.0,0.0,1.0,0.0,-0.16,0.29,0.0,3.0,1.0,1.42,1.74,0.0,1.42,3.43,0.58,2.19,0.42,1.0,0.0,0.0,2.58,2.0,0
0.0,0.0,1.0,0.0,-1.07,4.07,0.0,4.68,-0.15,0.0,11.15,1.46,1.46,-1.07,4.46,3.0,-2.52,-0.54,2.76,1.0,1.0,1.0,0.0,-0.07,-0.54,0
0.0,0.0,1.0,0.0,3.0,1.0,0.49,0.75,5.38,-0.75,0.49,1.0,2.25,0.0,3.51,1.0,2.25,1.75,1.2,1.0,1.0,0.0,0.0,1.75,0.0,0
-0.64,0.0,1.0,0.64,0.0,1.0,0.0,4.64,0.79,0.0,12.28,-0.92,1.64,1.52,3.56,1.0,18.92,2.0,1.59,0.36,1.0,-0.64,0.0,6.28,0.64,0
-0.84,0.0,1.0,0.0,0.0,2.0,3.0,2.0,2.94,0.0,16.33,-1.51,3.0,-5.85,4.84,2.0,-1.39,-0.84,1.08,0.0,1.0,-0.84,0.0,2.0,1.84,0
0.0,0.0,1.54,0.0,1.0,1.0,0.0,1.0,-0.06,0.0,4.07,1.54,3.0,0.0,6.29,1.0,5.93,2.07,4.1,1.54,1.0,0.0,0.0,4.61,0.46,0
13.04,0.0,1.0,0.0,-0.57,1.57,1.72,2.87,1.39,1.15,19.63,3.29,3.43,0.0,13.32,1.57,4.59,1.0,4.65,-1.29,1.0,0.57,0.0,-0.15,0.57,0
0.61,-2.45,1.0,0.61,1.84,1.0,0.0,1.23,-1.08,0.61,4.9,1.61,2.23,-1.84,5.84,1.61,1.23,0.39,4.27,2.61,1.0,0.0,0.0,1.77,1.84,0
2.0,0.0,1.0,1.0,1.0,1.0,-0.03,0.48,0.74,0.0,86.13,2.0,2.52,0.0,5.52,1.0,3.16,3.0,4.29,1.48,1.0,0.75,0.0,2.0,2.55,0
-2.64,2.19,0.27,3.64,3.64,4.64,2.91,9.56,0.54,0.0,227.83,1.27,1.73,0.0,1.0,2.73,2.41,1.0,4.19,2.0,1.0,-0.55,0.0,0.27,5.19,0
0.0,0.0,1.87,-0.87,0.0,3.0,0.0,5.13,0.15,0.0,9.4,1.87,1.87,0.0,3.47,1.0,4.18,1.87,2.45,1.87,1.0,0.0,0.0,2.87,-0.87,0
0.0,0.68,0.0,0.0,0.0,1.0,0.0,-0.68,9.69,0.0,-6.14,0.0,-0.36,1.0,0.0,-0.36,-1.57,-0.68,-1.16,-0.68,0.0,0.0,0.0,1.68,0.0,0
-13.22,0.0,1.0,1.0,1.26,0.37,-1.89,-3.15,3.18,-1.26,-15.0,-1.52,3.63,0.0,-10.33,0.37,-0.33,0.63,-1.36,1.26,1.0,-0.63,0.0,2.63,0.0,0
-2.36,-0.59,-0.18,0.41,-1.77,-0.18,0.0,-0.18,0.55,-0.59,103.65,-0.18,4.59,2.0,-1.54,0.41,1.52,0.0,1.96,0.41,1.0,0.0,0.0,-0.18,1.77,0
11.68,0.0,1.0,0.0,-1.67,1.56,1.67,6.78,0.13,1.11,26.58,3.23,-0.67,6.0,12.13,1.56,21.33,2.0,4.94,0.44,1.0,0.56,0.0,3.89,0.56,0
0.0,2.73,1.0,0.91,0.09,1.0,1.0,3.91,0.26,0.0,9.73,1.0,1.0,0.0,-0.82,2.91,3.38,1.0,0.2,-1.73,1.0,0.0,0.0,1.09,1.82,0
0.0,0.0,1.0,0.0,-1.07,1.0,0.0,0.0,3.26,0.0,3.14,1.0,4.0,-0.53,1.07,1.0,-1.32,-0.53,-0.2,1.0,1.0,0.0,0.0,0.47,1.0,0
0.0,0.0,1.0,2.39,2.39,1.0,-1.59,2.8,0.74,0.0,3.81,1.8,2.2,0.0,1.61,1.0,4.14,1.8,3.31,1.0,1.0,-0.8,0.0,3.0,1.59,0
0.0,0.0,1.0,0.0,1.0,2.43,0.0,4.0,0.87,0.0,5.57,1.0,1.57,1.71,-1.14,1.71,4.39,2.29,1.98,1.0,1.0,0.0,0.0,3.29,3.0,0
1.0,0.0,1.0,0.0,2.0,2.0,1.93,6.97,-0.73,0.0,49.35,1.0,0.07,0.0,4.0,2.0,1.28,-1.93,3.27,-0.97,1.0,0.0,0.0,1.0,2.0,0
0.0,-2.79,1.0,0.0,1.33,1.0,1.44,0.0,7.15,0.0,-16.4,0.44,4.67,-1.12,-0.23,1.0,0.04,1.0,0.5,1.0,1.0,0.0,0.0,1.0,-1.12,0
0.0,7.02,1.0,0.0,-0.98,1.0,0.0,-4.9,5.64,0.0,-2.79,0.02,0.0,1.0,-9.81,0.0,-2.65,-0.98,-2.04,0.0,1.0,-0.98,0.0,1.02,-2.94,0
0.0,0.0,0.33,1.0,0.0,1.67,2.0,2.33,0.39,0.0,15.98,0.33,2.33,0.0,1.34,1.67,-0.47,-0.33,0.56,-0.33,1.0,0.0,0.0,1.67,1.67,0
1.06,0.0,1.0,0.53,1.53,1.0,1.53,3.53,1.2,0.0,9.65,1.53,1.53,0.0,1.53,2.0,2.4,2.06,2.51,1.0,1.0,0.4,0.0,1.47,0.53,0
4.0,1.0,3.0,1.0,5.97,3.0,1.98,0.02,3.16,1.0,6.02,3.0,3.98,0.0,9.98,2.0,4.08,0.99,3.86,1.0,1.0,0.0,0.0,3.01,0.0,0
1.0,0.0,2.0,0.0,0.0,3.0,-0.94,0.09,0.45,0.0,5.09,2.0,4.0,0.0,4.97,2.0,1.55,0.0,1.85,2.91,1.0,0.0,0.0,2.97,2.0,0
0.0,-1.69,1.0,-0.56,0.0,4.12,0.0,6.56,0.58,0.0,13.12,1.0,0.44,0.56,0.56,1.0,0.87,1.0,0.25,1.0,1.0,0.0,0.0,2.0,-1.12,0
0.65,0.0,1.65,3.92,1.31,2.31,0.65,1.0,0.61,0.0,8.69,0.35,1.35,-3.57,19.58,2.65,4.76,0.35,2.9,0.35,1.0,-0.39,0.0,3.96,3.92,0
-0.96,-1.93,1.0,-2.89,0.0,-0.89,3.0,-9.57,5.12,0.0,1.61,1.0,2.04,-2.89,2.07,0.07,-2.24,0.0,0.03,-0.96,1.0,-0.96,0.0,3.93,0.04,0
0.0,0.0,1.0,0.0,1.59,1.0,0.0,2.8,1.47,0.0,3.8,1.0,6.59,0.8,2.0,0.2,2.39,0.2,3.26,0.2,1.0,0.0,0.0,3.8,0.0,0
1.35,0.0,1.0,4.06,1.35,2.35,1.68,2.0,-0.07,0.0,7.32,2.68,-0.03,0.0,23.87,1.68,2.2,-0.35,3.2,0.32,1.0,0.27,0.0,3.0,6.06,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.81,6.45,0.0,2.62,1.0,0.81,1.0,0.81,0.0,1.62,0.81,1.35,0.0,1.0,0.0,0.0,4.62,0.81,0
0.0,2.59,1.0,0.0,1.04,1.0,2.52,0.0,1.13,1.0,22.12,1.52,1.48,1.04,1.56,1.0,3.36,1.0,3.73,2.0,1.0,0.0,0.0,1.0,1.56,0
0.0,0.0,1.0,0.0,-0.94,2.89,0.0,1.89,-0.03,0.0,181.72,1.0,2.06,0.94,2.0,1.94,2.51,0.0,1.08,-0.94,1.0,0.0,0.0,2.94,3.0,0
0.0,1.83,1.0,0.61,1.39,1.0,-1.22,0.39,0.09,0.0,4.95,2.0,2.0,-2.88,-0.22,1.61,8.23,1.39,2.88,1.0,1.0,0.0,0.0,4.0,1.61,0
-0.6,0.0,1.0,-0.6,-0.79,1.0,0.0,5.19,0.7,-0.6,6.4,0.4,2.4,4.57,-0.19,1.0,15.3,4.19,1.96,1.0,1.0,0.0,0.0,6.38,1.21,0
-0.53,1.0,1.0,0.0,-0.53,1.0,0.0,0.0,5.66,-1.58,1.53,1.0,1.05,1.0,-2.1,0.0,-0.88,-0.53,-2.63,-0.53,-0.05,0.0,0.0,2.47,0.0,0
0.0,3.83,1.0,0.0,0.0,1.0,1.04,-1.92,3.41,1.0,1.17,0.04,0.08,2.87,-8.62,0.04,2.96,1.0,0.88,1.04,1.0,0.0,0.0,1.0,-1.92,0
0.0,0.79,1.0,-1.59,1.79,1.0,2.0,8.55,0.58,0.0,7.76,1.79,-0.38,0.0,5.76,1.0,0.23,0.0,5.56,1.0,1.0,0.79,0.0,2.0,2.38,0
0.0,2.52,1.0,0.84,0.0,1.0,1.0,2.84,-0.93,-1.68,8.84,2.0,2.0,0.0,4.79,1.84,3.79,1.0,-0.76,-3.21,1.0,0.0,0.0,2.16,1.16,0
0.0,0.0,1.0,0.0,1.47,1.0,0.0,2.73,1.49,0.0,-1.14,2.0,1.73,0.0,5.47,0.27,5.48,2.73,5.19,1.0,1.0,0.0,0.0,4.47,1.0,0
0.0,0.0,1.0,29.54,3.58,1.0,0.0,3.69,1.01,0.0,3.9,1.0,0.1,0.0,0.21,1.0,0.61,1.1,1.76,1.1,1.0,0.0,0.0,1.1,-0.9,0
0.12,10.07,1.0,3.0,-0.88,4.0,0.0,12.0,3.32,-2.65,23.3,-1.65,0.12,4.88,-1.53,1.12,0.53,-1.77,-3.74,-0.77,-0.77,0.12,0.0,1.0,1.0,0
-13.48,-0.9,0.1,-5.39,1.0,-7.99,-12.58,-1.8,0.78,0.0,-35.85,-1.7,3.8,-1.8,-34.05,-0.8,-0.97,0.9,-4.04,1.9,1.0,-0.37,-0.9,1.0,-6.29,0
2.0,0.0,2.0,6.0,0.57,4.43,1.0,4.29,-0.95,0.0,9.14,3.0,0.29,0.0,28.57,2.0,5.12,0.0,2.55,0.29,1.0,0.4,0.0,4.0,5.29,0
0.0,0.0,0.36,22.72,2.56,1.0,0.0,3.56,0.57,0.0,6.56,0.36,2.72,2.0,-1.83,1.0,-1.3,-1.28,1.23,-0.28,1.0,0.0,0.0,-0.28,0.0,0
13.15,0.94,1.94,5.64,-0.94,12.39,13.15,5.76,0.88,-2.82,48.21,1.0,1.0,2.88,37.64,3.88,2.17,-1.88,1.66,-0.88,-0.88,-0.56,0.94,2.94,6.58,1
7.6,0.0,2.0,7.6,2.2,3.41,4.01,8.61,0.27,1.0,33.45,3.8,1.0,0.0,7.42,1.8,5.23,1.0,3.35,-1.41,1.0,1.0,0.0,3.8,3.0,0
2.81,2.0,1.0,1.0,1.19,3.0,-0.81,-1.42,0.98,4.0,-1.22,1.0,4.42,1.0,2.61,0.19,3.48,2.0,3.49,1.0,1.0,0.0,0.0,2.19,0.0,0
0.0,1.52,0.49,0.51,-8.1,0.49,-0.52,-3.55,0.53,0.49,-0.55,-0.52,1.49,0.0,-0.04,1.51,0.62,0.0,0.46,2.51,1.0,0.0,0.0,2.0,-0.52,0
-1.75,0.0,1.0,-1.75,0.0,-1.62,-4.37,-3.25,3.35,0.0,-13.49,0.13,0.13,0.0,-6.99,0.13,0.77,1.75,-0.06,1.87,1.0,0.0,0.0,0.25,0.0,0
-0.71,0.0,1.0,0.0,-1.43,0.29,1.0,-4.28,0.56,1.0,-18.39,1.0,1.29,0.0,0.15,0.29,0.24,0.0,1.63,2.71,1.0,0.71,0.0,2.0,-0.43,0
12.73,0.0,0.0,0.0,0.0,1.61,1.82,3.03,6.22,1.21,15.76,0.61,-0.21,1.0,12.13,1.61,1.73,-0.61,3.1,-0.61,0.0,0.0,0.0,1.0,0.61,0
-1.84,0.0,1.0,-0.92,-0.92,1.0,-0.92,1.92,0.21,0.0,6.08,2.0,1.08,1.0,0.08,1.0,1.54,-0.92,1.4,0.08,1.0,-0.69,0.0,2.92,0.0,0
0.0,-0.59,1.0,0.0,-0.59,1.0,0.0,-2.13,0.51,0.0,-4.25,0.41,1.0,0.0,-4.9,2.0,0.36,-0.59,1.05,1.0,1.0,0.0,0.0,0.82,-1.77,0
2.92,0.0,1.0,0.92,3.85,1.0,0.92,2.92,-0.2,2.77,5.85,5.85,1.08,0.0,4.7,1.92,52.03,3.85,9.95,5.77,1.0,0.46,0.0,4.77,0.92,0
0.0,0.0,0.32,2.0,-9.49,0.32,-2.03,-5.42,0.86,-0.68,3.58,-1.03,3.32,0.0,1.29,1.0,3.4,1.68,0.16,2.36,1.0,0.0,0.0,3.0,-2.71,0
-6.41,2.37,1.37,1.24,6.0,-0.27,-2.78,9.49,2.09,1.0,-3.48,1.12,3.88,0.75,-21.34,0.75,4.56,1.25,0.84,2.25,1.0,-0.26,-0.63,0.37,-1.39,0
2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.12,0.0,4.0,4.0,2.0,0.0,1.0,1.0,45.25,2.0,4.25,3.0,1.0,0.0,0.0,2.0,0.0,0
1.0,-0.78,0.22,0.0,-0.78,1.0,0.0,-5.49,6.65,0.0,-8.77,-0.57,4.0,0.78,-4.85,1.0,-0.51,0.22,0.53,0.22,0.22,-0.78,0.0,-0.57,-2.35,0
-1.31,9.86,1.0,-0.66,5.6,-0.31,0.0,-0.66,6.02,-2.63,10.86,1.0,0.69,0.0,1.66,0.34,2.5,-1.31,0.1,0.34,1.0,0.0,0.0,1.0,0.66,0
-4.72,0.0,0.21,-4.72,-2.36,1.0,1.0,-2.36,1.75,1.79,-7.23,-0.57,2.79,0.0,6.15,1.0,-0.75,-0.79,4.9,5.94,1.0,-0.79,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,3.09,1.0,0.0,1.09,1.46,0.0,2.54,1.0,2.54,0.0,2.0,0.46,4.0,0.46,3.77,1.46,1.0,0.0,0.0,2.0,2.09,0
1.14,0.0,1.57,3.42,1.14,2.14,0.86,-1.85,0.25,0.0,17.15,2.14,2.0,0.0,17.51,1.57,4.08,-0.57,3.61,1.57,1.0,0.23,0.0,2.57,2.85,0
0.0,0.0,1.0,0.0,2.85,1.0,0.0,1.0,-2.21,0.0,7.15,2.0,2.0,2.0,1.0,1.0,8.82,2.0,1.52,0.15,1.0,0.0,0.0,4.0,0.15,0
18.4,0.0,1.0,0.0,0.12,1.88,0.88,1.75,0.64,1.75,22.77,4.5,1.12,0.0,17.64,1.88,3.66,0.0,3.56,1.12,1.0,0.88,0.0,0.12,0.88,0
0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.96,5.45,0.0,-4.72,1.0,5.88,-0.96,3.92,0.04,0.57,1.0,2.11,1.0,1.0,0.0,0.0,1.96,0.0,0
0.0,0.73,1.0,0.0,-0.73,1.0,2.0,0.0,4.15,1.0,5.73,1.0,0.53,0.73,-1.47,0.27,2.0,1.0,-0.13,-0.93,1.0,0.0,0.0,1.0,0.0,0
1.0,0.0,1.0,1.0,3.0,1.0,2.26,4.74,0.25,2.26,4.26,3.0,0.26,0.0,3.52,2.0,8.85,3.48,9.5,4.0,1.0,0.5,0.0,5.0,-1.21,0
1.06,0.0,1.53,3.19,1.06,2.06,0.53,2.0,0.47,0.0,3.47,0.47,-0.06,0.0,16.97,2.53,5.23,-0.53,4.1,1.0,1.0,-0.32,0.0,3.6,3.19,0
0.57,0.0,1.0,1.0,0.0,1.0,-1.14,1.0,0.59,0.0,4.0,2.71,4.0,6.0,0.29,1.0,4.03,0.57,3.32,1.57,1.0,0.0,0.0,1.0,0.0,0
-3.63,-0.52,1.52,-3.11,0.52,-4.18,-6.21,0.48,1.11,0.52,-12.54,1.0,1.0,0.0,-17.68,-0.04,4.35,2.0,0.7,2.52,1.0,0.18,-0.52,1.48,-3.63,0
0.0,0.0,1.0,0.0,3.0,1.56,1.69,0.56,0.66,0.0,5.51,1.0,4.56,-0.56,2.25,1.0,-0.67,-0.56,0.89,0.44,1.0,0.0,0.0,3.0,0.56,0
1.0,0.0,1.0,0.08,3.0,2.84,0.0,3.84,-0.31,1.0,14.76,2.0,0.16,0.92,3.0,1.92,3.47,0.0,2.92,1.92,1.0,0.0,0.0,1.0,3.0,0
17.48,0.0,1.79,0.0,3.0,1.0,1.21,0.79,5.11,0.0,10.74,2.59,3.79,0.0,13.92,1.0,3.22,1.79,3.59,1.0,1.0,0.79,0.0,1.79,0.79,0
8.0,0.0,3.0,0.0,1.62,1.0,2.0,2.38,0.37,1.0,13.68,3.38,1.0,1.38,5.62,1.0,5.58,0.0,4.81,2.85,1.0,0.75,0.0,2.62,0.0,0
-0.51,2.55,1.0,0.0,1.53,1.0,0.51,-1.53,0.61,0.0,81.11,1.0,3.0,1.02,3.53,0.49,0.82,-0.51,1.41,-0.51,1.0,0.0,0.0,2.0,3.0,0
